Journal number,Voucher,Date,Year closed,Ledger account,Account name,Description,Currency,Amount in transaction currency,Amount,Amount in reporting currency,Posting type,Posting layer,Created by,Created date and time
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,38609.48,38609.48,38609.48,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,287.85,287.85,287.85,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-7089.18,-7089.18,-7089.18,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,10750.91,10750.91,10750.91,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521800,Vacation Expense,Vacation Expense,USD,11678.18,11678.18,11678.18,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,5836.35,5836.35,5836.35,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1556.53,-1556.53,-1556.53,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2084.07,2084.07,2084.07,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,651400,SG&A Auto Expenses,Auto Allowance,USD,575.0,575.0,575.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,6465.22,6465.22,6465.22,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1497.83,-1497.83,-1497.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2171.82,2171.82,2171.82,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,2841.79,2841.79,2841.79,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,12449.76,12449.76,12449.76,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3040.92,-3040.92,-3040.92,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,4415.71,4415.71,4415.71,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,1048.52,1048.52,1048.52,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,4632.13,4632.13,4632.13,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,10025.79,10025.79,10025.79,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2401.18,-2401.18,-2401.18,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3515.17,3515.17,3515.17,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3305.75,3305.75,3305.75,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,1329.71,1329.71,1329.71,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,8519.86,8519.86,8519.86,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2188.59,-2188.59,-2188.59,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3126.73,3126.73,3126.73,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,347.0,347.0,347.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,2771.11,2771.11,2771.11,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,4436.31,4436.31,4436.31,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1169.88,-1169.88,-1169.88,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,1749.52,1749.52,1749.52,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,169.75,169.75,169.75,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3003.93,3003.93,3003.93,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,11160.58,11160.58,11160.58,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2507.53,-2507.53,-2507.53,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3663.57,3663.57,3663.57,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,4152.79,4152.79,4152.79,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,9970.19,9970.19,9970.19,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2269.97,-2269.97,-2269.97,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3417.63,3417.63,3417.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,4818.29,4818.29,4818.29,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,620.6,620.6,620.6,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,17052.01,17052.01,17052.01,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3731.11,-3731.11,-3731.11,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,5526.37,5526.37,5526.37,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,6144.02,6144.02,6144.02,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,510.68,510.68,510.68,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,9914.77,9914.77,9914.77,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2206.63,-2206.63,-2206.63,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3186.44,3186.44,3186.44,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,3210.25,3210.25,3210.25,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,17693.66,17693.66,17693.66,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-4689.83,-4689.83,-4689.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,6795.14,6795.14,6795.14,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,1105.65,1105.65,1105.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,6608.9,6608.9,6608.9,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1444.19,-1444.19,-1444.19,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2182.11,2182.11,2182.11,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,121.41,121.41,121.41,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,15843.7,15843.7,15843.7,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,4873.2,4873.2,4873.2,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3351.28,-3351.28,-3351.28,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,407.43,407.43,407.43,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,4153.88,4153.88,4153.88,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,10259.52,10259.52,10259.52,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-2252.64,-2252.64,-2252.64,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3322.41,3322.41,3322.41,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600007,Overtime,Overtime,USD,908.37,908.37,908.37,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,8048.76,8048.76,8048.76,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,531350,Phone & Telecommunications,To record Cell Phone Allowance,USD,40.0,40.0,40.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,531350,Phone & Telecommunications,To record Cell Phone Allowance,USD,40.0,40.0,40.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,531350,Phone & Telecommunications,To record Cell Phone Allowance,USD,40.0,40.0,40.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,621400,Telephony,To record Cell Phone Allowance,USD,80.0,80.0,80.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,621400,Telephony,To record Cell Phone Allowance,USD,400.0,400.0,400.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,621400,Telephony,To record Cell Phone Allowance,USD,210.0,210.0,210.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,531350,Phone & Telecommunications,To record Cell Phone Allowance,USD,90.0,90.0,90.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,621400,Telephony,To record Cell Phone Allowance,USD,120.0,120.0,120.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,621400,Telephony,To record Cell Phone Allowance,USD,40.0,40.0,40.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,621400,Telephony,To record Cell Phone Allowance,USD,100.0,100.0,100.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,531350,Phone & Telecommunications,To record Cell Phone Allowance,USD,40.0,40.0,40.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,5550.37,5550.37,5550.37,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,2481.55,2481.55,2481.55,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-1718.26,-1718.26,-1718.26,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,1395.73,1395.73,1395.73,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,228.31,228.31,228.31,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,8257.66,8257.66,8257.66,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,228.46,228.46,228.46,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,6714.15,6714.15,6714.15,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,228.31,228.31,228.31,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,3989.18,3989.18,3989.18,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521300,Employee Benefits,To record Benefits - Employeer Portion,USD,7223.03,7223.03,7223.03,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,329.04,329.04,329.04,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1140.93,1140.93,1140.93,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,824.98,824.98,824.98,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,815.39,815.39,815.39,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,325.05,325.05,325.05,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,457.08,457.08,457.08,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1094.0,1094.0,1094.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,977.83,977.83,977.83,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,845.7,845.7,845.7,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,662.54,662.54,662.54,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,1588.61,1588.61,1588.61,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,641000,Health Insurance - Employees,To record Benefits - Employeer Portion,USD,342.93,342.93,342.93,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600006,Vacation Expense,Vacation Expense,USD,1392.15,1392.15,1392.15,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600000,Salaries,Salaries,USD,16442.31,16442.31,16442.31,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,To record Payroll Taxes,USD,3681.61,3681.61,3681.61,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,600001,Payroll Taxes,Payroll Taxes,USD,-3418.28,-3418.28,-3418.28,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,651400,SG&A Auto Expenses,Auto Allowance,USD,700.0,700.0,700.0,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,8356.65,8356.65,8356.65,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520000,Direct Labor,Direct Labor,USD,11224.56,11224.56,11224.56,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,2511.88,2511.88,2511.88,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,To record Payroll Taxes,USD,3761.95,3761.95,3761.95,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-1817.35,-1817.35,-1817.35,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,521700,Payroll Taxes,Payroll Taxes,USD,-2807.05,-2807.05,-2807.05,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,125.39,125.39,125.39,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,520001,Overtime,Overtime,USD,110.46,110.46,110.46,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Maria Perez Expenses to 2020-06-24,USD,25.61,25.61,25.61,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Kristin Bedoya Expenses to 2020-07-03,USD,9.85,9.85,9.85,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Kristin Bedoya Expenses to 2020-07-03,USD,9.55,9.55,9.55,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Kristin Bedoya Expenses to 2020-07-03,USD,84.35,84.35,84.35,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Kristin Bedoya Expenses to 2020-07-03,USD,14.26,14.26,14.26,Ledger journal,Current,ahooda,2020-07-10 17:25:54
GJT-043535,Prl_000000213,2020-07-10 00:00:00,No,652500,Entertainment 50% deductible,Kristin Bedoya Expenses to 2020-07-03,USD,6.5,6.5,6.5,Ledger journal,Current,ahooda,2020-07-10 17:25:54
